base	number	argnum	definition	note	definition_fin	note_fin
erota	1	3	EXT or MNR, how different arg2 is	NULL	EXT tai MNR, kuinka erilainen arg2 on	NULL
erota	2	0	Person quitting	NULL	Henkilö, joka eroaa	NULL
erota	2	1	Job or position	NULL	Työ tai toimi	NULL
erota	3	0	Person divorcing	NULL	Henkilö, joka ottaa eron	NULL
erota	3	1	Ex-spouse	NULL	Ex-puoliso	NULL
erota	4	1	Entity diverging	NULL	Taho tai asia, joka erkaantuu	NULL
erota	4	2	Diverged from	NULL	Asia, josta erkaannutaan	NULL
erotella	1	0	Entity distinguishing	NULL	Erottava taho	NULL
erotella	1	1	Entity distinguished	NULL	Erotettava asia tai taho	NULL
erotella	1	2	Entity arg1 is distinguished from	NULL	Asia tai taho, josta arg1 erotetaan	NULL
erottaa	1	0	Entity distinguishing	NULL	Erottava taho	NULL
erottaa	1	1	Entity distinguished	NULL	Erotettava asia tai taho	NULL
erottaa	1	2	Entity arg1 is distinguished from	NULL	Asia tai taho, josta arg1 erotetaan	NULL
erottaa	2	0	Employer	NULL	Työnantaja	NULL
erottaa	2	1	Employee	NULL	Työntekijä	NULL
erottaa	2	2	Job	NULL	Työ	NULL
erottua	1	1	Thing being distinguishable	NULL	Asia, joka erottuu	NULL
erottua	1	2	Based on what	NULL	Syy, miten	NULL
erääntyä	1	1	Thing that becomes due	NULL	Asia, joka erääntyy	NULL
esiintyä	1	0	Entity performing	NULL	Taho, joka esiintyy	NULL
esiintyä	1	1	Performance	NULL	Esitys	NULL
esiintyä	1	2	Instrument	NULL	Väline	NULL
esiintyä	2	1	Entity existing	NULL	Taho, joka on olemassa	NULL
esiintyä	2	2	Secondary attribute of arg1	(tags: rare) e.g. "exist as something"	Arg1:n toissijainen attribuutti	esim. "esiintyä jonakin"
esiintyä	3	0	Entity behaving	NULL	Taho, joka käyttäytyy	NULL
esiintyä	3	1	Manner	NULL	Tapa	NULL
esitellä	1	0	Entity showing	NULL	Esittelijä, esittelevä taho	NULL
esitellä	1	1	Thing seen/shown	NULL	Esitelty kohde	NULL
esitellä	1	2	Entity arg1 is shown to	NULL	Taho, jolle arg1 esitellään	NULL
esitelmöidä	1	0	Entity giving lecture	NULL	Luennon pitäjä	NULL
esitelmöidä	1	1	Subject	NULL	Aihe	NULL
esittäytyä	1	1	Entity who introduces him/herself	NULL	Taho, joka esittäytyy	NULL
esittää	1	0	Entity stating something	NULL	Taho, joka esittää jotain	NULL
esittää	1	1	Thing stated	NULL	Esiteltävä asia	NULL
esittää	1	2	Entity to whom something is stated	NULL	Taho, jolle asia esitellään	NULL
esittää	1	3	Secondary attribute of arg1	E.g. "hyvänä vaihtoehtona" ("as a good alternative") (tags: rare)	Arg1:n toissijainen ominaisuus	Esim. "hyvänä vaihtoehtona" (tags: rare)
esittää	2	0	Entity showing	NULL	Taho, joka esittää ohjelmaa	NULL
esittää	2	1	Message, show	NULL	Viesti, ohjelma	NULL
esittää	2	2	Audience	NULL	Yleisö	NULL
esittää	2	3	Source	NULL	Lähde	NULL
esittää	3	0	Actor, performer	NULL	Näyttelijä, esittäjä	NULL
esittää	3	1	Role, thing performed	NULL	Rooli, esitetty asia	NULL
estellä	1	0	Entity preventing, agent	NULL	Taho, joka estää arg1:n	NULL
estellä	1	1	Entity prevented	Often an xarg ("Estin Mattia huutamasta", "estin Matin huutamisen", "estin Matilta huutamisen")	Taho, jota/jolta estetään	Usein xarg ("Estin Mattia huutamasta", "estin Matin huutamisen", "estin Matilta huutamisen")
estellä	1	2	Action or thing prevented	NULL	Teko tai asia, joka estetään	NULL
estellä	1	3	Instrument of preventing	NULL	Estämisen väline	NULL
estyä	1	1	Thing hindered	NULL	Asia, joka estyy	NULL
estää	1	0	Entity preventing, agent	NULL	Taho, joka estää arg1:n	NULL
estää	1	1	Entity prevented	Often an xarg ("Estin Mattia huutamasta", "estin Matin huutamisen", "estin Matilta huutamisen")	Taho, jota/jolta estetään	Usein xarg ("Estin Mattia huutamasta", "estin Matin huutamisen", "estin Matilta huutamisen")
estää	1	2	Action or thing prevented	NULL	Teko tai asia, joka estetään	NULL
estää	1	3	Instrument of preventing	NULL	Estämisen väline	NULL
etsiskellä	1	0	Entity who searches	NULL	Taho, joka etsii	NULL
etsiskellä	1	1	Thing searched	NULL	Etsittävä asia	NULL
etsiskellä	1	2	Sought in, from	NULL	Paikka jossa/josta etsitään	NULL
etsiä	1	0	Entity who searches	NULL	Taho, joka etsii	NULL
etsiä	1	1	Thing searched	NULL	Etsittävä asia	NULL
etsiä	1	2	Sought in, from	NULL	Paikka jossa/josta etsitään	NULL
etäännyttää	1	0	Entity distinguishing	NULL	Erottava taho	NULL
etäännyttää	1	1	Entity distinguished	NULL	Erotettava asia tai taho	NULL
etäännyttää	1	2	Entity arg1 is distinguished from	NULL	Asia tai taho, josta arg1 erotetaan	NULL
etääntyä	1	1	Entity or thing receding	NULL	Taho tai asia, joka etääntyy	NULL
etääntyä	1	2	Thing receded from	NULL	Taho tai asia, josta etäännytään	NULL
eurooppalaistaa	1	0	Entity europeanizing	NULL	Taho, joka eurooppalaistaa	NULL
eurooppalaistaa	1	1	Thing changing	NULL	Asia, joka muuttuu	NULL
eurooppalaistua	1	1	Thing becoming European	NULL	Asia, josta tulee eurooppalainen	NULL
evakuoida	1	0	Entity who evacuates	NULL	Taho, joka evakuoi	NULL
evakuoida	1	1	Evacuated from	NULL	Mistä evakuoidaan	NULL
evakuoida	1	2	Entity or entities being evacuated	NULL	Taho tai tahot, jotka evakuoidaan	NULL
evankelioida	1	0	Person who evangelizes	NULL	Taho, joka evankelioi	NULL
evankelioida	1	1	Audience	NULL	Yleisö	NULL
evätä	1	0	Entity denying	NULL	Taho, joka kieltää	NULL
evätä	1	1	Thing denied	NULL	Asia, joka kielletään	NULL
evätä	1	2	Anti-beneficiary	NULL	Taho, jolta arg1 kielletään	NULL
grillata	1	0	Entity who cooks on open fire	NULL	Taho, joka valmistaa ruokaa tulisilla hiilillä, grillaa	NULL
grillata	1	1	Food	NULL	Valmistettu ruoka	NULL
haarautua	1	1	Thing diverging	NULL	Asia, joka haarautuu	NULL
haarautua	1	2	Source, diverged from	NULL	Lähde, asia, josta arg1 haarautuu	NULL
haastaa	1	0	Litigant	NULL	Kantaja	NULL
haastaa	1	1	Defender	NULL	Vastaaja	NULL
haastaa	1	2	Crime	NULL	Rikos	NULL
haastaa	1	3	Intended prize	(tags:rare)	Mahdolliset korvaukset	NULL
haastaa	2	0	Challenger	NULL	Taho, joka haastaa	NULL
haastaa	2	1	Entity challenged	NULL	Taho tai asia, joka haastetaan	NULL
haastaa	2	2	Challenged to	NULL	Asia, johon haastetaan	NULL
haastatella	1	0	Entity conducting an interview	NULL	Taho, joka haastattelee	NULL
haastatella	1	1	Entity being interviewed	NULL	Taho, jota haastatellaan	NULL
haastatella	1	2	Purpose or subject matter of interview	NULL	Haastattelun tarkoitus tai aihe	NULL
haaveilla	1	0	Entity dreaming	NULL	Taho, joka haaveilee	NULL
haaveilla	1	1	Dream	NULL	Asia, josta haaveillaan	NULL
haavoittua	1	1	Entity being wounded	NULL	Taho, joka haavoittuu	NULL
hahmottaa	1	0	Entity describing	NULL	Taho, joka kuvailee	NULL
hahmottaa	1	1	Entity or thing described	NULL	Taho tai asia, joka kuvaillaan	NULL
hahmottaa	1	2	Secondary attribute	Described as what?	Toissijainen attribuutti	Miksi kuvataan?
haihtua	1	1	Entity or thing disappearing	NULL	Taho tai asia, joka katoaa tai haihtuu	NULL
haikailla	1	0	Entity longing for something	NULL	Taho, joka haikailee jotain	NULL
haikailla	1	1	Entity or thing longed for	NULL	Taho tai asia, jota haikaillaan	NULL
haista	1	1	Stinky thing	NULL	Tuoksuva asia	NULL
haista	1	2	Attribute of arg1	NULL	Mille tuoksuu	NULL
haistaa	1	0	Entity with a nose	NULL	Taho, joka haistaa	NULL
haistaa	1	1	Stinky thing	NULL	Asia, joka haisee	NULL
haistattaa	1	0	Entity telling arg1 where to get off	NULL	Taho, joka haistattaa pitkät	NULL
haistattaa	1	1	Person told where to get off	NULL	Haistattelun kohde	NULL
haistella	1	0	Entity with a nose	NULL	Taho, joka haistelee	NULL
haistella	1	1	Stinky thing	NULL	Asia, joka haistetaan	NULL
haitata	1	0	Cause of trouble	NULL	Haitan aiheuttaja	NULL
haitata	1	1	Entity experiencing trouble	NULL	Taho, joka kokee haitan	NULL
haitata	1	2	Instrument or manner (if arg0 also present)	NULL	Väline tai tapa (jos arg0 esiintyy myös)	NULL
hajaantua	1	0	Entities dispersing	NULL	Tahot, jotka hajaantuvat	NULL
hajaantua	1	1	Dispersing to	NULL	Hajaantuvat minne	NULL
hajasijoittaa	1	0	Entity who decentralises	NULL	Taho, joka hajasijoittaa	NULL
hajasijoittaa	1	1	Thing decentralised	NULL	Asia, joka hajasijoitetaan	NULL
hajasijoittaa	1	2	LOC	NULL	LOC	NULL
hajauttaa	1	0	Entity decentralizing	NULL	Taho, joka hajauttaa	NULL
hajauttaa	1	1	Thing decentralized	NULL	Asia, joka hajautetaan	NULL
hajauttaa	1	2	Decentralized to	NULL	Paikat, jonne arg1 hajautetaan	NULL
hajota	1	1	Thing disintegrating	Also metaphorically	Asia, joka hajoaa	Myös kuvainnollisesti
hajottaa	1	0	Entity or thing destroying arg1	NULL	Taho tai asia, joka tuhoaa arg1:n	NULL
hajottaa	1	1	Entity or thing destroyed	NULL	Taho tai asia, joka tuhotaan	NULL
hajottaa	1	2	Instrument of destruction	NULL	Tuhon väline	NULL
hakata	1	0	Creature or thing who strikes	E.g. a heart or a clock is seen as causer and hence also arg0	Olento tai asia, joka lyö	Esim. sydän ja kello katsotaan aiheuttajiksi, ja siksi ovat myös arg0
hakata	1	1	Entity hit	NULL	Taho tai asia, jota lyödään	NULL
hakata	1	2	Instrument	NULL	Väline	NULL
hakea	1	0	Entity who searches	NULL	Taho, joka etsii	NULL
hakea	1	1	Thing searched	NULL	Etsittävä asia	NULL
hakea	1	2	Sought in, from	NULL	Paikka jossa/josta etsitään	NULL
hakea	2	0	Applier	NULL	Hakija	NULL
hakea	2	1	Thing applied for	NULL	Asia, jota haetaan	NULL
hakea	2	2	Entity applied to	NULL	Taho, jolta haetaan/jolle hakemus osoitetaan	NULL
hakea	3	0	Entity who fetches arg1	NULL	Taho, joka hakee arg1:n	NULL
hakea	3	1	Entity or thing fetched	NULL	Taho tai asia, joka haetaan	NULL
hakea	3	2	Place fetched from	NULL	Paikka, josta haetaan	NULL
hakeutua	1	0	Entity gravitating	NULL	Taho, joka hakeutuu	NULL
hakeutua	1	1	Thing or place gravitated towards	NULL	Asia tai paikka, johon hakeudutaan	NULL
halailla	1	0	Entity hugging someone	Metaphorically something can also be hugged	Taho, joka halaa	Kuvainnollisesti voi myös halata jotain asiaa
halailla	1	1	Entity being hugged	Metaphorically something can also be hugged	Taho, jota halataan	Kuvainnollisesti voi myös halata jotain asiaa
halata	1	0	Entity hugging someone	Metaphorically something can also be hugged	Taho, joka halaa	Kuvainnollisesti voi myös halata jotain asiaa
halata	1	1	Entity being hugged	Metaphorically something can also be hugged	Taho, jota halataan	Kuvainnollisesti voi myös halata jotain asiaa
haljeta	1	1	Thing splitting	NULL	Asia, joka halkeaa	NULL
halkaista	1	0	entity causing separation	NULL	Halkaisija	NULL
halkaista	1	1	thing being divided	NULL	Halkaistava asia	NULL
halkaista	1	2	divided among/between, if separate from arg0	NULL	halkaistu jonkun kesken tai jotakin pitkin, jos eri kuin arg0	NULL
halkoa	1	1	Thing intersecting	NULL	Asia, joka halkoo, lävistää	NULL
halkoa	1	2	Things intersecting, area	NULL	Asia, jota halotaan, lävistetään, alue	NULL
hallinnoida	1	0	Entity controlling	NULL	Taho, joka hallitsee	NULL
hallinnoida	1	1	Entity or thing controlled	NULL	Taho tai asia, jota hallitaan	NULL
hallinnoida	1	2	Instrument	NULL	Väline	NULL
hallita	1	0	Entity controlling	NULL	Taho, joka hallitsee	NULL
hallita	1	1	Entity or thing controlled	NULL	Taho tai asia, jota hallitaan	NULL
hallita	1	2	Instrument	NULL	Väline	NULL
haluta	1	0	Entity who wants	NULL	Taho, joka haluaa	NULL
haluta	1	1	Thing wanted	NULL	Asia, jota halutaan	NULL
haluta	1	2	Beneficiary	(tags: rare)	Hyötyjä, kenelle halutaan	NULL
haluta	1	3	In-exchange-for	(tags: rare)	Jonkin sijaan	NULL
haluta	1	4	Wanted from	(tags: rare)	Keneltä tai miltä halutaan	NULL
halvaannuttaa	1	0	Entity or thing causing paralysis	Agent or causer	Taho, joka aiheuttaa halvaantumisen	Agentti tai aiheuttaja
halvaannuttaa	1	1	Entity paralyzed	NULL	Taho, joka halvaantuu	NULL
halvaantua	1	1	Paralyzed body part or entity	NULL	Halvaantunut kehon osa tai taho	NULL
halveksia	1	0	Entitity despising something	NULL	Taho, joka halveksii jotain	NULL
halveksia	1	1	Entity or thing despised	NULL	Taho tai asia, jota halveksitaan	NULL
halventua	1	1	Thing becoming cheaper	NULL	Asia, joka halpenee	NULL
hankaloittaa	1	0	Cause of trouble	NULL	Haitan aiheuttaja	NULL
hankaloittaa	1	1	Entity experiencing trouble	NULL	Taho, joka kokee haitan	NULL
hankaloittaa	1	2	Instrument or manner (if arg0 also present)	NULL	Väline tai tapa (jos arg0 esiintyy myös)	NULL
hankaloitua	1	1	Thing becoming more difficult	NULL	Asia, joka vaikeutuu	NULL
hankkia	1	0	Entity acquiring something	NULL	Taho, joka hankkii jotain	NULL
hankkia	1	1	Entity acquired	NULL	Hankittu asia tai esine	NULL
hankkia	1	2	Place acquired from	NULL	Paikka, josta hankitaan	NULL
hankkia	1	3	Price paid	NULL	Hankintahinta	NULL
hankkia	1	4	Beneficiary	entity for the benefit of whom or for whom something is acquired	Hyötyjä	taho, jonka hyväksi tai jolle jotain hankitaan
hankkiutua	1	0	Entity disposing of something	NULL	Taho, joka hankkiutuu eroon	NULL
hankkiutua	1	1	Thing got rid of	NULL	Asia, josta hankkiudutaan eroon	NULL
hankkiutua	2	1	Entity getting oneself into	NULL	Taho, joka hankkiutuu	NULL
hankkiutua	2	2	Goal	NULL	Päämäärä	NULL
haparoida	1	0	Entity who searches	NULL	Taho, joka etsii	NULL
haparoida	1	1	Thing searched	NULL	Etsittävä asia	NULL
haparoida	1	2	Sought in, from	NULL	Paikka jossa/josta etsitään	NULL
hapata	1	1	Thing getting sour	NULL	Asia, joka happanee, hapantuu	NULL
hapertua	1	1	Thing becoming fragile	NULL	Asia, joka hapertuu	NULL
hapuilla	1	0	Entity who searches	NULL	Taho, joka etsii	NULL
hapuilla	1	1	Thing searched	NULL	Etsittävä asia	NULL
hapuilla	1	2	Sought in, from	NULL	Paikka jossa/josta etsitään	NULL
haravoida	1	0	Entity using a rake	NULL	Taho, joka haravoi	NULL
haravoida	1	1	Thing brushed	NULL	Asia, joka tai jota harjataan	NULL
harhailla	1	0	Entity who wanders	NULL	Taho, joka harhailee	NULL
harhauttaa	1	0	Entity misleading, lying	NULL	Taho, joka johtaa harhaan, valehtelee	NULL
harhauttaa	1	1	Entity lied to	NULL	Taho, jolle valehdellaan	NULL
harhauttaa	1	2	Topic of lying	NULL	Valehtelun aihe	NULL
harjata	1	0	Entity using a brush	NULL	Taho, joka harjaa	NULL
harjata	1	1	Thing brushed	NULL	Asia, joka tai jota harjataan	NULL
harjoitella	1	0	Entity practicing	NULL	Taho, joka harjoittelee	NULL
harjoitella	1	1	Skill	NULL	Harjoitettu taito	NULL
harjoitella	1	2	Instrument	NULL	Väline	NULL
harjoittaa	1	0	Entity practising	NULL	Taho, joka harjoittaa	NULL
harjoittaa	1	1	Thing practised	E.g. skill or business	Asia, jota harjoitetaan	Esim. taito tai elinkeino
harjoittaa	1	2	Instrument	(tags: rare)	Väline	NULL
harkita	1	0	Entity thinking	None	Taho, joka ajattelee	None
harkita	1	1	Thought	None	Ajatus	None
harmistua	1	1	Thing or matter bothering	NULL	Asia, joka harmittaa	NULL
harmistua	1	2	Experiencer	NULL	Kokija, taho, jota harmittaa	NULL
harmitella	1	0	Entity regretting	NULL	Taho, joka katuu	NULL
harmitella	1	1	Thing regretted	NULL	Asia, jota kadutaan	NULL
harmittaa	1	1	Thing or matter bothering	NULL	Asia, joka harmittaa	NULL
harmittaa	1	2	Experiencer	NULL	Kokija, taho, jota harmittaa	NULL
harrastaa	1	0	Doer	NULL	Harrastaja	NULL
harrastaa	1	1	Hobby	NULL	Harrastus	NULL
harrastaa	1	2	Partner	NULL	Harrastuskaveri	NULL
harvinaistua	1	1	Thing becoming rarer	NULL	Asia, joka harvinaistuu	NULL
haudata	1	0	Entity who buries	NULL	Taho, joka hautaa	NULL
haudata	1	1	Entity or thing buried	NULL	Taho tai asia, joka haudataan	NULL
haudata	1	2	Ground	NULL	Maa tai paikka, johon haudataan	NULL
hauduttaa	1	0	Entity cooking	NULL	Taho, joka tekee ruokaa	NULL
hauduttaa	1	1	Thing stewing	NULL	Asia, joka hautuu	NULL
haukata	1	0	Entity biting	NULL	Taho, joka haukkaa	NULL
haukata	1	1	Thing bitten	NULL	Asia, josta haukataan pala	NULL
haukkua	1	0	Entity calling names	NULL	Taho, joka haukkuu	NULL
haukkua	1	1	Entity called something	NULL	Taho, jota haukutaan	NULL
haukkua	1	2	Attribute of arg1	What arg1 is called	Arg1:n attribuutti	Miksikä arg1:ä kutsutaan
hauskuuttaa	1	0	Entity or thing causing amusement	Causer	Taho tai asia, joka aiheuttaa huvittumisen	Aiheuttaja
hauskuuttaa	1	1	Amused entity	Experiencer	Huvittunut taho	Kokija
hautoa	1	0	Creature hatching	Normally bird	Olento, joka hautoo	Yleensä lintu
hautoa	1	1	Egg	NULL	Muna	NULL
hautua	1	1	Food that simmers, brews	NULL	Ruoka, joka hautuu	NULL
havahtua	1	1	Entity waking up	NULL	Taho, joka herää	NULL
havahtua	1	2	The state awoken from	NULL	Tila, josta herätään	NULL
havahtua	1	3	Thing awoken to	NULL	Asia, johon herätään	NULL
havainnoida	1	0	Entity observing	NULL	Taho, joka havainnoi	NULL
havainnoida	1	1	Thing observed	NULL	Asia, jota havainnoidaan	NULL
havainnollistaa	1	0	Entity who illustrates	NULL	Taho, joka havainnollistaa	NULL
havainnollistaa	1	1	Thing illustrated	NULL	Havainnollistettu asia	NULL
havainnollistaa	1	2	Audience	NULL	Yleisö	NULL
havaita	1	0	Entity noticing	NULL	Taho, joka havaitsee	NULL
havaita	1	1	Thing noticed	NULL	Havaittu asia	NULL
havista	1	1	Thing emitting rustling noise	NULL	Asia, josta lähtee haviseva ääni	NULL
hedelmöittyä	1	1	Thing conceived	NULL	Asia, joka hedelmöittyy	NULL
hedelmöityä	1	1	Thing conceived	NULL	Asia, joka hedelmöittyy	NULL
hehkua	1	0	Entity that shines	NULL	Asia tai taho joka loistaa	NULL
hehkua	1	1	Light or other substance shined	Can be metaphorical	Valo tai muu asia, jota loistetaan	Voi olla kuvainnollinen
hehkua	1	2	Entity illuminated	NULL	Asia tai taho, joka valaistaan	NULL
hehkuttaa	1	0	Entity being enthusiastic about something	NULL	Taho, joka intoilee	NULL
hehkuttaa	1	1	Thing causing enthusiasm	NULL	Asia, josta intoillaan	NULL
heijastaa	1	1	Thing reflected by arg2	Original thing, e.g. image or thought, normally object	Asia, jota arg2 kuvastaa	Alkuperäinen asia, esim. kuva tai ajatus, yleensä objekti
heijastaa	1	2	Surface or thing reflecting arg1		Pinta tai asia, joka kuvastaa arg1:tä	
heijastua	1	1	Thing reflecting	NULL	Asia, joka heijastuu	NULL
heijastua	1	2	Reflected from	NULL	Mistä heijastuu	NULL
heikentyä	1	1	Thing weakening	NULL	Asia, joka heikentyy	NULL
heikentää	1	0	The entity reducing or causer of reduce	NULL	Vähentävä taho tai sen aiheuttava asia	NULL
heikentää	1	1	The thing reduced	NULL	Vähennettävä asia	NULL
heikentää	1	2	EXT	NULL	EXT	NULL
heikentää	1	3	Start point	NULL	Lähtökohta	NULL
heikentää	1	4	End point	tags:rare	Lopputilanne	
heiketä	1	1	Entity  or thing weakening	NULL	Taho tai asia, joka heikkenee	NULL
heiketä	1	2	EXT	NULL	EXT	NULL
heiketä	1	3	Start point	NULL	Lähtökohta	NULL
heiketä	1	4	End point	NULL	Loppukohta	NULL
heilahdella	1	1	Thing in swinging motion	NULL	Asia, joka liikkuu heiluen	NULL
heilahtaa	1	1	Thing swinging	NULL	Asia, joka heilahtaa, heiluu	NULL
heilauttaa	1	0	Entity waving	NULL	Taho, joka heiluttaa	NULL
heilauttaa	1	1	Body part or thing waved	NULL	Kehon osa tai asia, jota heilutetaan	NULL
heilauttaa	2	0	Entity undermining	NULL	Taho, joka heiluttaa, horjuttaa	NULL
heilauttaa	2	1	Thing undermined	NULL	Asia, jota heilautetaan, horjutetaan	NULL
heilua	1	1	thing swinging	NULL	Heiluva asia	NULL
heilutella	1	0	Entity waving	NULL	Taho, joka heiluttaa	NULL
heilutella	1	1	Body part or thing waved	NULL	Kehon osa tai asia, jota heilutetaan	NULL
heitellä	1	0	Entity throwing arg1	NULL	Taho, joka heittää arg1:n	NULL
heitellä	1	1	Thing thrown	NULL	Heitetty asia	NULL
heitellä	1	2	Destination	NULL	Määränpää	NULL
heittäytyä	1	0	Entity throwing oneself into	NULL	Taho, joka heittäytyy	NULL
heittäytyä	1	1	Position or role arg0 throws oneself into	NULL	Asema tai rooli, johon arg0 heittäytyy	NULL
heittää	1	0	Entity throwing arg1	NULL	Taho, joka heittää arg1:n	NULL
heittää	1	1	Thing thrown	NULL	Heitetty asia	NULL
heittää	1	2	Destination	NULL	Määränpää	NULL
heittää	2	0	Entity saying	NULL	Taho, joka sanoo	NULL
heittää	2	1	Utterance, thing said	NULL	Repliikki, sanottu asia	NULL
heittää	2	2	Entity hearing arg1	NULL	Taho, joka kuulee arg1:n	NULL
heittää	2	3	Attributive	E.g. a topic (tags: rare)	Attribuutti	Esim. aihe
heittää	3	1	Thing being off	NULL	Asia, joka on pielessä	NULL
helistä	1	1	Thing rattling	NULL	Esine, joka kilisee	NULL
hellitellä	1	0	Entity who cherishes, caresses	metaphorically also warm weather	Taho, joka hellii	Kuvainnollisesti myös lämmin sää
hellitellä	1	1	Entity caressed, cherished	NULL	Taho, jota hellitään	NULL
hellitellä	1	2	MNR	NULL	MNR	NULL
hellittää	1	0	Causer of slowing	NULL	Vähentymisen aiheuttaja	NULL
hellittää	1	1	Thing slackening	NULL	Asia, joka vähenee	NULL
helliä	1	0	Entity who cherishes, caresses	metaphorically also warm weather	Taho, joka hellii	Kuvainnollisesti myös lämmin sää
helliä	1	1	Entity caressed, cherished	NULL	Taho, jota hellitään	NULL
helpottaa	1	0	Thing helping	NULL	Helpottava taho tai asia	NULL
helpottaa	1	1	Thing being helped	NULL	Ketä tai mitä helpotetaan	NULL
helpottua	1	1	Thing becoming easier	NULL	Asia, joka helpottuu	NULL
hemmotella	1	0	Entity pampering	NULL	Taho, joka hemmottelee	NULL
hemmotella	1	1	Entity pampered	NULL	Hemmoteltu taho	NULL
hengata	1	1	Entity hanging out	NULL	Taho, joka hengailee	NULL
hengata	1	2	The other or others hanged out with	NULL	Taho tai ryhmä, jossa hengaillaan	NULL
hengata	1	3	LOC	NULL	LOC	NULL
hengittää	1	0	Breather	NULL	Taho, joka hengittää	NULL
hengittää	1	1	Air or other gas	NULL	Ilma tai muu kaasu	NULL
hengittää	1	2	Direction	NULL	Suunta	NULL
henkäistä	1	0	Entity screaming	NULL	Taho, joka huutaa	NULL
